13772,SAFE HOUSE,Meg Cabot,YES,12,Young Adult Fiction,4.84,22,src\ImagesOthers\bookpic6.jpg
13773,SANCTUARY,Meg Cabot,YES,4,Young Adult Fiction,4.36,85,src\ImagesOthers\bookpic6.jpg
13774,MISSING YOU,Meg Cabot,YES,29,Young Adult Fiction,4.61,55,src\ImagesOthers\bookpic6.jpg
13775,ALL AMERICAN GIRL,Meg Cabot,YES,29,Young Adult Fiction,3.9,2,src\ImagesOthers\bookpic6.jpg
13776,READY OR NOT: AN ALL-AMERICAN GIRL NOVEL,Meg Cabot,YES,3,Young Adult Fiction,4.83,38,src\ImagesOthers\bookpic6.jpg
13777,AVALON HIGH,Meg Cabot,YES,15,Young Adult Fiction,4.96,9,src\ImagesOthers\bookpic6.jpg
13778,THE MERLIN PROPHECY,Meg Cabot,YES,8,Young Adult Fiction,4.92,25,src\ImagesOthers\bookpic6.jpg
13779,HOMECOMING,Meg Cabot,YES,9,Young Adult Fiction,3.2,0,src\ImagesOthers\bookpic6.jpg
13780,HUNTER’S MOON,Meg Cabot,YES,17,Young Adult Fiction,4.02,12,src\ImagesOthers\bookpic6.jpg
13781,AIRHEAD,Meg Cabot,YES,23,Young Adult Fiction,4.37,77,src\ImagesOthers\bookpic6.jpg
13782,BEING NIKKY,Meg Cabot,YES,28,Young Adult Fiction,4.46,74,src\ImagesOthers\bookpic6.jpg
13783,RUNAWAY,Meg Cabot,YES,0,Young Adult Fiction,3.83,31,src\ImagesOthers\bookpic6.jpg
13784,ABANDON,Meg Cabot,YES,23,Young Adult Fiction,3.61,94,src\ImagesOthers\bookpic6.jpg
13785,UNDERWORLD,Meg Cabot,YES,13,Young Adult Fiction,3.86,38,src\ImagesOthers\bookpic6.jpg
13786,AWAKEN,Meg Cabot,YES,18,Young Adult Fiction,3.59,20,src\ImagesOthers\bookpic6.jpg
13787,NICOLA AND THE VISCOUNT,Meg Cabot,YES,26,Young Adult Fiction,3.7,73,src\ImagesOthers\bookpic6.jpg
13788,VICTORIA AND THE ROGUE,Meg Cabot,YES,18,Young Adult Fiction,3.62,41,src\ImagesOthers\bookpic6.jpg
13789,TEEN IDOL,Meg Cabot,YES,14,Young Adult Fiction,4.38,63,src\ImagesOthers\bookpic6.jpg
13790,HOW TO BE POPULAR,Meg Cabot,YES,27,Young Adult Fiction,4.88,99,src\ImagesOthers\bookpic6.jpg
13791,PANTS ON FIRE,Meg Cabot,YES,30,Young Adult Fiction,4.65,62,src\ImagesOthers\bookpic6.jpg
13792,JINX,Meg Cabot,YES,11,Young Adult Fiction,3.46,40,src\ImagesOthers\bookpic6.jpg
13793,THE BOY NEXT DOOR,Meg Cabot,YES,19,Young Adult Fiction,3.54,26,src\ImagesOthers\bookpic6.jpg
13794,BOY MEETS GIRL,Meg Cabot,YES,4,Young Adult Fiction,4.22,1,src\ImagesOthers\bookpic6.jpg
13795,EVERY BOY'S GOT ONE,Meg Cabot,YES,5,Young Adult Fiction,4.11,73,src\ImagesOthers\bookpic6.jpg
13796,THE BOY IS BACK,Meg Cabot,YES,17,Young Adult Fiction,3.66,84,src\ImagesOthers\bookpic6.jpg
13797,SIZE 12 IS NOT FAT,Meg Cabot,YES,2,Young Adult Fiction,3.83,65,src\ImagesOthers\bookpic6.jpg
13798,SIZE 14 IS NOT FAT EITHER,Meg Cabot,YES,14,Young Adult Fiction,3.59,45,src\ImagesOthers\bookpic6.jpg
13799,BIG BONED,Meg Cabot,YES,17,Young Adult Fiction,3.34,81,src\ImagesOthers\bookpic6.jpg
13800,SIZE 12 AND READY TO ROCK,Meg Cabot,YES,22,Young Adult Fiction,4.6,42,src\ImagesOthers\bookpic6.jpg
13801,THE BRIDE WORE SIZE 12,Meg Cabot,YES,6,Young Adult Fiction,3.14,83,src\ImagesOthers\bookpic6.jpg
13802,QUEEN OF BABBLE,Meg Cabot,YES,17,Young Adult Fiction,3.29,86,src\ImagesOthers\bookpic6.jpg
13803,QUEEN OF BABBLE IN THE BIG CITY,Meg Cabot,YES,17,Young Adult Fiction,3.35,57,src\ImagesOthers\bookpic6.jpg
13804,QUEEN OF BABBLE GETS HITCHED,Meg Cabot,YES,16,Young Adult Fiction,4.94,89,src\ImagesOthers\bookpic6.jpg
13805,INSATIABLE,Meg Cabot,YES,17,Young Adult Fiction,3.51,49,src\ImagesOthers\bookpic6.jpg
13806,OVERBITE,Meg Cabot,YES,6,Young Adult Fiction,3.5,25,src\ImagesOthers\bookpic6.jpg
13807,BRIDAL BOOT CAMP,Meg Cabot,YES,27,Young Adult Fiction,3.14,66,src\ImagesOthers\bookpic6.jpg
13808,NO JUDGMENTS,Meg Cabot,YES,15,Young Adult Fiction,3,30,src\ImagesOthers\bookpic6.jpg
13809,NO OFFENSE,Meg Cabot,YES,24,Young Adult Fiction,4.58,35,src\ImagesOthers\bookpic6.jpg
13810,NO WORDS,Meg Cabot,YES,18,Young Adult Fiction,4.49,53,src\ImagesOthers\bookpic6.jpg
13811,WHERE ROSES GROW WILD,Meg Cabot,YES,15,Young Adult Fiction,3.16,30,src\ImagesOthers\bookpic6.jpg
13812,PORTRAIT OF MY HEART,Meg Cabot,YES,19,Young Adult Fiction,3.12,70,src\ImagesOthers\bookpic6.jpg
13813,AN IMPROPER PROPOSAL,Meg Cabot,YES,20,Young Adult Fiction,4.22,14,src\ImagesOthers\bookpic6.jpg
13814,A LITTLE SCANDAL,Meg Cabot,YES,18,Young Adult Fiction,4.09,17,src\ImagesOthers\bookpic6.jpg
13815,LADY OF SKYE,Meg Cabot,YES,15,Young Adult Fiction,3.68,86,src\ImagesOthers\bookpic6.jpg
13816,EDUCATING CAROLINE,Meg Cabot,YES,28,Young Adult Fiction,4.99,69,src\ImagesOthers\bookpic6.jpg
13817,KISS THE BRIDE,Meg Cabot,YES,4,Young Adult Fiction,3.37,7,src\ImagesOthers\bookpic6.jpg
13818,RANSOM MY HEART,Meg Cabot,YES,7,Young Adult Fiction,3.95,2,src\ImagesOthers\bookpic6.jpg
13819,JEMIMA J,Jane Green,YES,24,Romance,3.3,46,src\ImagesOthers\bookpic6.jpg
13820,BOOKENDS,Jane Green,YES,11,Romance,3.01,2,src\ImagesOthers\bookpic6.jpg
13821,BABYVILLE,Jane Green,YES,5,Romance,4.19,24,src\ImagesOthers\bookpic6.jpg
13822,STRAIGHT TALKING,Jane Green,YES,1,Romance,3.9,0,src\ImagesOthers\bookpic6.jpg
13823,SPELLBOUND,Jane Green,YES,12,Romance,3.89,13,src\ImagesOthers\bookpic6.jpg
13824,TO HAVE AND TO HOLD,Jane Green,YES,11,Romance,4.04,77,src\ImagesOthers\bookpic6.jpg
13825,THE OTHER WOMAN,Jane Green,YES,0,Romance,3.74,48,src\ImagesOthers\bookpic6.jpg
13826,THIS CHRISTMAS,Jane Green,YES,17,Romance,4.93,21,src\ImagesOthers\bookpic6.jpg
13827,SWAPPING LIVES,Jane Green,YES,28,Romance,3.74,4,src\ImagesOthers\bookpic6.jpg
13828,SECOND CHANCE,Jane Green,YES,11,Romance,3.36,71,src\ImagesOthers\bookpic6.jpg
13829,GIRL FRIDAY  ,Jane Green,YES,24,Romance,3.3,54,src\ImagesOthers\bookpic6.jpg
13830,DUNE ROAD,Jane Green,YES,16,Romance,4.18,17,src\ImagesOthers\bookpic6.jpg
13831,THE LOVE VERB,Jane Green,YES,18,Romance,4.35,0,src\ImagesOthers\bookpic6.jpg
13832,PROMISES TO KEEP,Jane Green,YES,12,Romance,4.9,7,src\ImagesOthers\bookpic6.jpg
13833,THE PATCHWORK MARRIAGE,Jane Green,YES,12,Romance,3.79,100,src\ImagesOthers\bookpic6.jpg
13834,ANOTHER PIECE OF MY HEART,Jane Green,YES,9,Romance,4.8,67,src\ImagesOthers\bookpic6.jpg
13835,THE ACCIDENTAL HUSBAND,Jane Green,YES,10,Romance,3.55,86,src\ImagesOthers\bookpic6.jpg
13836,FAMILY PICTURES,Jane Green,YES,2,Romance,3.47,33,src\ImagesOthers\bookpic6.jpg
13837,TEMPTING FATE,Jane Green,YES,30,Romance,4.61,18,src\ImagesOthers\bookpic6.jpg
13838,SAVING GRACE,Jane Green,YES,23,Romance,4.16,82,src\ImagesOthers\bookpic6.jpg
13839,CAT AND JEMIMA J,Jane Green,YES,12,Romance,3.89,23,src\ImagesOthers\bookpic6.jpg
13840,SUMMER SECRETS,Jane Green,YES,14,Romance,3.02,47,src\ImagesOthers\bookpic6.jpg
13841,FALLING: A LOVE STORY,Jane Green,YES,2,Romance,4.81,73,src\ImagesOthers\bookpic6.jpg
13842,GOOD TASTE,Jane Green,YES,18,Romance,3.06,20,src\ImagesOthers\bookpic6.jpg
13843,THE SUNSHINE SISTERS,Jane Green,YES,9,Romance,3.89,84,src\ImagesOthers\bookpic6.jpg
13844,THE FRIENDS WE KEEP,Jane Green,YES,15,Romance,4.14,78,src\ImagesOthers\bookpic6.jpg
13845,SISTER STARDUST,Jane Green,YES,4,Romance,3.46,87,src\ImagesOthers\bookpic6.jpg
13846,THE WEDDING,Nicholas Sparks,YES,10,Romance,3.11,3,src\ImagesOthers\bookpic6.jpg
13847,THE RESCUE,Nicholas Sparks,YES,14,Romance,3.36,60,src\ImagesOthers\bookpic6.jpg
13848,A BEND IN THE ROAD,Nicholas Sparks,YES,11,Romance,4.13,52,src\ImagesOthers\bookpic6.jpg
13849,NIGHTS IN RODANTHE,Nicholas Sparks,YES,27,Romance,3.85,76,src\ImagesOthers\bookpic6.jpg
13850,THE GUARDIAN,Nicholas Sparks,YES,22,Romance,4.2,22,src\ImagesOthers\bookpic6.jpg
13851,TRUE BELIEVER,Nicholas Sparks,YES,7,Romance,3,10,src\ImagesOthers\bookpic6.jpg
13852,AT FIRST SIGHT,Nicholas Sparks,YES,7,Romance,3.39,20,src\ImagesOthers\bookpic6.jpg
13853,DEAR JOHN,Nicholas Sparks,YES,27,Romance,3.58,5,src\ImagesOthers\bookpic6.jpg
13854,THE CHOICE,Nicholas Sparks,YES,27,Romance,3.67,56,src\ImagesOthers\bookpic6.jpg
13855,THE LUCKY ONE,Nicholas Sparks,YES,17,Romance,3.42,79,src\ImagesOthers\bookpic6.jpg
13856,THE LAST SONG,Nicholas Sparks,YES,18,Romance,4.01,18,src\ImagesOthers\bookpic6.jpg
13857,SAFE HAVEN,Nicholas Sparks,YES,9,Romance,3.78,54,src\ImagesOthers\bookpic6.jpg
13858,THE BEST OF ME,Nicholas Sparks,YES,11,Romance,3.4,63,src\ImagesOthers\bookpic6.jpg
13859,THE LONGEST RIDE,Nicholas Sparks,YES,21,Romance,4.41,61,src\ImagesOthers\bookpic6.jpg
13860,SEE ME,Nicholas Sparks,YES,12,Romance,4.3,10,src\ImagesOthers\bookpic6.jpg
13861,TWO BY TWO,Nicholas Sparks,YES,19,Romance,4.43,86,src\ImagesOthers\bookpic6.jpg
13862,THE RETURN,Nicholas Sparks,YES,2,Romance,4.7,10,src\ImagesOthers\bookpic6.jpg
13863,THE WISH,Nicholas Sparks,YES,19,Romance,3.55,78,src\ImagesOthers\bookpic6.jpg
13864,DREAMLAND,Nicholas Sparks,YES,12,Romance,4.42,34,src\ImagesOthers\bookpic6.jpg
13865,MEET ME UNDER THE OMBU TREE,Santa Montefiore,YES,16,Romance,4.8,96,src\ImagesOthers\bookpic6.jpg
13866,THE BUTTERFLY BOX,Santa Montefiore,YES,0,Romance,4.41,95,src\ImagesOthers\bookpic6.jpg
13867,THE SWALLOW AND THE HUMMINGBIRD,Santa Montefiore,YES,17,Romance,3.82,97,src\ImagesOthers\bookpic6.jpg
13868,THE LAST VOYAGE OF THE VALENTINA,Santa Montefiore,YES,2,Romance,3.99,1,src\ImagesOthers\bookpic6.jpg
13869,THE FRENCH GARDENER,Santa Montefiore,YES,28,Romance,3.08,31,src\ImagesOthers\bookpic6.jpg
13870,THE ITALIAN MATCHMAKER,Santa Montefiore,YES,15,Romance,3.54,62,src\ImagesOthers\bookpic6.jpg
13871,THE AFFAIR,Santa Montefiore,YES,26,Romance,3.39,4,src\ImagesOthers\bookpic6.jpg
13872,THE HOUSE BY THE SEA,Santa Montefiore,YES,8,Romance,3.18,93,src\ImagesOthers\bookpic6.jpg
13873,THE SUMMER HOUSE,Santa Montefiore,YES,3,Romance,4.48,3,src\ImagesOthers\bookpic6.jpg
13874,SECRETS OF THE LIGHTHOUSE,Santa Montefiore,YES,14,Romance,3.64,61,src\ImagesOthers\bookpic6.jpg
13875,A MOTHER'S LOVE,Santa Montefiore,YES,27,Romance,3.43,27,src\ImagesOthers\bookpic6.jpg
13876,THE BEEKEEPER'S DAUGHTER,Santa Montefiore,YES,3,Romance,3.94,0,src\ImagesOthers\bookpic6.jpg
13877,SONGS OF LOVE AND WAR,Santa Montefiore,YES,7,Romance,4.25,48,src\ImagesOthers\bookpic6.jpg
13878,DAUGHTERS OF CASTLE DEVERILL,Santa Montefiore,YES,4,Romance,3.23,3,src\ImagesOthers\bookpic6.jpg
13879,THE TEMPTATION OF GRACIE,Santa Montefiore,YES,21,Romance,3.23,3,src\ImagesOthers\bookpic6.jpg
13880,THE SECRET HOURS,Santa Montefiore,YES,15,Romance,3.93,65,src\ImagesOthers\bookpic6.jpg
13881,HERE AND NOW,Santa Montefiore,YES,7,Romance,3.14,11,src\ImagesOthers\bookpic6.jpg
13882,FLAPPY ENTERTAINS,Santa Montefiore,YES,5,Romance,4.85,36,src\ImagesOthers\bookpic6.jpg
13883,THE DISTANT SHORES,Santa Montefiore,YES,12,Romance,3.88,69,src\ImagesOthers\bookpic6.jpg
13884,FLAPPY INVESTIGATES,Santa Montefiore,YES,15,Romance,3.45,82,src\ImagesOthers\bookpic6.jpg
13885,MERMAIDS SINGING,Dilly Court,YES,2,Historical Fiction,4.85,19,src\ImagesOthers\bookpic6.jpg
13886,TILLY TRUE,Dilly Court,YES,28,Historical Fiction,3.02,24,src\ImagesOthers\bookpic6.jpg
13887,THE BEST OF SISTERS,Dilly Court,YES,1,Historical Fiction,4.61,22,src\ImagesOthers\bookpic6.jpg
13888,A MOTHER'S COURAGE,Dilly Court,YES,12,Historical Fiction,3.92,53,src\ImagesOthers\bookpic6.jpg
13889,THE CONSTANT HEART,Dilly Court,YES,8,Historical Fiction,3.92,40,src\ImagesOthers\bookpic6.jpg
13890,A MOTHER'S PROMISE,Dilly Court,YES,2,Historical Fiction,3.12,25,src\ImagesOthers\bookpic6.jpg
13891,THE COCKNEY ANGEL,Dilly Court,YES,20,Historical Fiction,3.06,75,src\ImagesOthers\bookpic6.jpg
13892,A MOTHER'S WISH,Dilly Court,YES,9,Historical Fiction,4.61,95,src\ImagesOthers\bookpic6.jpg
13893,THE RAGGED HEIRESS,Dilly Court,YES,8,Historical Fiction,4.57,70,src\ImagesOthers\bookpic6.jpg
13894,A MOTHER'S SECRET,Dilly Court,YES,24,Historical Fiction,3.43,5,src\ImagesOthers\bookpic6.jpg
13895,THE COCKNEY SPARROW,Dilly Court,YES,26,Historical Fiction,3.56,70,src\ImagesOthers\bookpic6.jpg
13896,THE DOLLMAKER'S DAUGHTERS,Dilly Court,YES,30,Historical Fiction,3.99,85,src\ImagesOthers\bookpic6.jpg
13897,CINDERELLA SISTER,Dilly Court,YES,28,Historical Fiction,4.02,56,src\ImagesOthers\bookpic6.jpg
13898,A MOTHER'S TRUST,Dilly Court,YES,28,Historical Fiction,3.31,23,src\ImagesOthers\bookpic6.jpg
13899,THE LADY'S MAID,Dilly Court,YES,17,Historical Fiction,3.31,82,src\ImagesOthers\bookpic6.jpg
13900,THE BEST OF DAUGHTERS,Dilly Court,YES,10,Historical Fiction,3.86,31,src\ImagesOthers\bookpic6.jpg
13901,THE WORKHOUSE GIRL,Dilly Court,YES,11,Historical Fiction,3.55,33,src\ImagesOthers\bookpic6.jpg
13902,THE BEGGAR MAID,Dilly Court,YES,4,Historical Fiction,4.56,81,src\ImagesOthers\bookpic6.jpg
13903,A PLACE CALLED HOME,Dilly Court,YES,11,Historical Fiction,3.36,56,src\ImagesOthers\bookpic6.jpg
13904,THE ORPHAN'S DREAM,Dilly Court,YES,24,Historical Fiction,3.38,57,src\ImagesOthers\bookpic6.jpg
13905,RAGGED ROSE,Dilly Court,YES,17,Historical Fiction,4.85,59,src\ImagesOthers\bookpic6.jpg
13906,THE SWAN MAID,Dilly Court,YES,30,Historical Fiction,3.88,25,src\ImagesOthers\bookpic6.jpg
13907,THE CHRISTMAS CARD,Dilly Court,YES,14,Historical Fiction,3.46,35,src\ImagesOthers\bookpic6.jpg
13908,THE BUTTON BOX,Dilly Court,YES,18,Historical Fiction,3.05,49,src\ImagesOthers\bookpic6.jpg
13909,A LOVING FAMILY,Dilly Court,YES,11,Historical Fiction,3.64,28,src\ImagesOthers\bookpic6.jpg
13910,NETTIE'S SECRET,Dilly Court,YES,27,Historical Fiction,3.86,15,src\ImagesOthers\bookpic6.jpg
13911,RAG-AND-BONE CHRISTMAS,Dilly Court,YES,13,Historical Fiction,4.83,61,src\ImagesOthers\bookpic6.jpg
13912,THE RELUCTANT HEIRESS,Dilly Court,YES,19,Historical Fiction,3.98,18,src\ImagesOthers\bookpic6.jpg
13913,THE RIVER MAID,Dilly Court,YES,14,Historical Fiction,4.47,14,src\ImagesOthers\bookpic6.jpg
13914,THE SUMMER MAIDEN,Dilly Court,YES,16,Historical Fiction,4.69,48,src\ImagesOthers\bookpic6.jpg
13915,THE CHRISTMAS ROSE,Dilly Court,YES,0,Historical Fiction,3.87,83,src\ImagesOthers\bookpic6.jpg
13916,THE CHRISTMAS WEDDING,Dilly Court,YES,4,Historical Fiction,3.61,85,src\ImagesOthers\bookpic6.jpg
13917,THE COUNTRY BRIDE,Dilly Court,YES,13,Historical Fiction,3.13,19,src\ImagesOthers\bookpic6.jpg
13918,A VILLAGE SCANDAL,Dilly Court,YES,4,Historical Fiction,3.28,99,src\ImagesOthers\bookpic6.jpg
13919,FORTUNE'S DAUGHTER,Dilly Court,YES,18,Historical Fiction,4.38,72,src\ImagesOthers\bookpic6.jpg
13920,WINTER WEDDING,Dilly Court,YES,0,Historical Fiction,4.93,82,src\ImagesOthers\bookpic6.jpg
13921,SUNDAY'S CHILD,Dilly Court,YES,28,Historical Fiction,4.87,9,src\ImagesOthers\bookpic6.jpg
13922,SNOW BRIDE,Dilly Court,YES,4,Historical Fiction,4.37,4,src\ImagesOthers\bookpic6.jpg
13923,DOLLY'S DREAM,Dilly Court,YES,21,Historical Fiction,3.57,73,src\ImagesOthers\bookpic6.jpg
13924,POPPY'S WAR,Dilly Court,YES,8,Historical Fiction,3.34,74,src\ImagesOthers\bookpic6.jpg
13925,WE'LL MEET AGAIN,Dilly Court,YES,3,Historical Fiction,4.44,29,src\ImagesOthers\bookpic6.jpg
13926,SPITFIRE GIRL,Dilly Court,YES,21,Historical Fiction,4.05,46,src\ImagesOthers\bookpic6.jpg
13927,THE GIRLS IN BLUE,Dilly Court,YES,19,Historical Fiction,4.28,100,src\ImagesOthers\bookpic6.jpg
13928,THE SHOPKEEPER'S DAUGHTER,Dilly Court,YES,15,Historical Fiction,4.3,92,src\ImagesOthers\bookpic6.jpg
13929,IN LOVE AND WAR,Dilly Court,YES,15,Historical Fiction,3.14,30,src\ImagesOthers\bookpic6.jpg
13930,DARKEST BEFORE DAWN,Katie Flynn,YES,2,Romance,3.03,91,src\ImagesOthers\bookpic6.jpg
13931,TALES FOR CHRISTMAS: FREE FESTIVE TASTERS TO WARM YOUR HEART,Katie Flynn,YES,8,Romance,3.97,18,src\ImagesOthers\bookpic6.jpg
13932,CHRISTMAS AT TUPPENNY CORNER,Katie Flynn,YES,7,Romance,4.99,57,src\ImagesOthers\bookpic6.jpg
13933,A MOTHER'S LOVE,Katie Flynn,YES,27,Romance,4.68,24,src\ImagesOthers\bookpic6.jpg
13934,A LIVERPOOL LASS,Katie Flynn,YES,29,Romance,3.48,67,src\ImagesOthers\bookpic6.jpg
13935,THE GIRL FROM PENNY LANE,Katie Flynn,YES,4,Romance,4.79,82,src\ImagesOthers\bookpic6.jpg
13936,LIVERPOOL TAFFY,Katie Flynn,YES,23,Romance,3.65,38,src\ImagesOthers\bookpic6.jpg
13937,MERSEY GIRLS,Katie Flynn,YES,5,Romance,3.96,37,src\ImagesOthers\bookpic6.jpg
13938,STRAWBERRY FIELDS,Katie Flynn,YES,8,Romance,4.32,5,src\ImagesOthers\bookpic6.jpg
13939,FROM CLARE TO HERE,Katie Flynn,YES,8,Romance,4.28,97,src\ImagesOthers\bookpic6.jpg
13940,RAINBOW'S END,Katie Flynn,YES,17,Romance,4.64,74,src\ImagesOthers\bookpic6.jpg
13941,ROSE OF TRALEE,Katie Flynn,YES,11,Romance,3.15,4,src\ImagesOthers\bookpic6.jpg
13942,NO SILVER SPOON,Katie Flynn,YES,7,Romance,3.57,81,src\ImagesOthers\bookpic6.jpg
13943,POLLY'S ANGEL,Katie Flynn,YES,16,Romance,3.26,78,src\ImagesOthers\bookpic6.jpg
13944,THE GIRL FROM SEAFORTH SANDS,Katie Flynn,YES,12,Romance,4.71,37,src\ImagesOthers\bookpic6.jpg
13945,THE LIVERPOOL ROSE,Katie Flynn,YES,0,Romance,4.85,56,src\ImagesOthers\bookpic6.jpg
13946,POOR LITTLE RICH GIRL,Katie Flynn,YES,30,Romance,3.11,86,src\ImagesOthers\bookpic6.jpg
13947,THE BAD PENNY,Katie Flynn,YES,15,Romance,3.92,98,src\ImagesOthers\bookpic6.jpg
13948,DOWN DAISY STREET,Katie Flynn,YES,24,Romance,4.89,3,src\ImagesOthers\bookpic6.jpg
13949,A KISS AND A PROMISE,Katie Flynn,YES,1,Romance,3.1,51,src\ImagesOthers\bookpic6.jpg
13950,TWO PENN'ORTH OF SKY,Katie Flynn,YES,12,Romance,3.23,79,src\ImagesOthers\bookpic6.jpg
13951,A LONG AND LONELY ROAD,Katie Flynn,YES,17,Romance,3.54,89,src\ImagesOthers\bookpic6.jpg
13952,THE CUCKOO CHILD,Katie Flynn,YES,24,Romance,4.5,68,src\ImagesOthers\bookpic6.jpg
13953,DARKEST BEFORE DAWN,Katie Flynn,YES,24,Romance,3.59,44,src\ImagesOthers\bookpic6.jpg
13954,ORPHANS OF THE STORM,Katie Flynn,YES,2,Romance,4.32,41,src\ImagesOthers\bookpic6.jpg
13955,LITTLE GIRL LOST,Katie Flynn,YES,1,Romance,4.11,2,src\ImagesOthers\bookpic6.jpg
13956,BEYOND THE BLUE HILLS,Katie Flynn,YES,24,Romance,3.33,27,src\ImagesOthers\bookpic6.jpg
13957,FORGOTTEN DREAMS,Katie Flynn,YES,17,Romance,4.72,36,src\ImagesOthers\bookpic6.jpg
13958,SUNSHINE AND SHADOWS,Katie Flynn,YES,0,Romance,3.88,54,src\ImagesOthers\bookpic6.jpg
13959,SUCH SWEET SORROW,Katie Flynn,YES,23,Romance,3.98,71,src\ImagesOthers\bookpic6.jpg
13960,A MOTHER'S HOPE,Katie Flynn,YES,20,Romance,3.3,45,src\ImagesOthers\bookpic6.jpg
13961,IN TIME FOR CHRISTMAS,Katie Flynn,YES,12,Romance,4.12,56,src\ImagesOthers\bookpic6.jpg
13962,HEADING HOME,Katie Flynn,YES,27,Romance,4.92,2,src\ImagesOthers\bookpic6.jpg
13963,A MISTLETOE KISS,Katie Flynn,YES,9,Romance,4.49,38,src\ImagesOthers\bookpic6.jpg
13964,THE LOST DAYS OF SUMMER,Katie Flynn,YES,12,Romance,4.96,88,src\ImagesOthers\bookpic6.jpg
13965,CHRISTMAS WISHES,Katie Flynn,YES,4,Romance,4.48,26,src\ImagesOthers\bookpic6.jpg
13966,THE RUNAWAY,Katie Flynn,YES,7,Romance,4.12,5,src\ImagesOthers\bookpic6.jpg
13967,A SIXPENNY CHRISTMAS,Katie Flynn,YES,8,Romance,3.59,94,src\ImagesOthers\bookpic6.jpg
13968,THE FORGET-ME-NOT SUMMER,Katie Flynn,YES,18,Romance,4.94,68,src\ImagesOthers\bookpic6.jpg
13969,A CHRISTMAS TO REMEMBER,Katie Flynn,YES,4,Romance,4.7,79,src\ImagesOthers\bookpic6.jpg
13970,THE ARCADE,Katie Flynn,YES,25,Romance,4.19,53,src\ImagesOthers\bookpic6.jpg
13971,TIME TO SAY GOODBYE,Katie Flynn,YES,8,Romance,4.56,87,src\ImagesOthers\bookpic6.jpg
13972,A FAMILY CHRISTMAS,Katie Flynn,YES,2,Romance,4.21,69,src\ImagesOthers\bookpic6.jpg
13973,A SUMMER PROMISE,Katie Flynn,YES,1,Romance,3.97,7,src\ImagesOthers\bookpic6.jpg
13974,WHEN CHRISTMAS BELLS RING,Katie Flynn,YES,10,Romance,4.5,93,src\ImagesOthers\bookpic6.jpg
13975,AN ORPHAN'S CHRISTMAS,Katie Flynn,YES,7,Romance,4.41,78,src\ImagesOthers\bookpic6.jpg
13976,THE CHRISTMAS CANDLE,Katie Flynn,YES,5,Romance,4.77,40,src\ImagesOthers\bookpic6.jpg
13977,CHRISTMAS AT TUPPENNY CORNER,Katie Flynn,YES,26,Romance,3.43,78,src\ImagesOthers\bookpic6.jpg
13978,A MOTHER'S LOVE,Katie Flynn,YES,19,Romance,4.21,65,src\ImagesOthers\bookpic6.jpg
13979,A CHRISTMAS GIFT,Katie Flynn,YES,27,Romance,3.54,39,src\ImagesOthers\bookpic6.jpg
13980,WHITE CHRISTMAS,Katie Flynn,YES,19,Romance,4.3,19,src\ImagesOthers\bookpic6.jpg
13981,WINTER'S ORPHAN,Katie Flynn,YES,17,Romance,4.14,45,src\ImagesOthers\bookpic6.jpg
13982,Dangerous Lady,Martina Cole,YES,21,Thriller,4.07,71,src\ImagesOthers\bookpic6.jpg
13983,The Ladykiller,Martina Cole,YES,26,Thriller,4.69,56,src\ImagesOthers\bookpic6.jpg
13984,Goodnight Lady,Martina Cole,YES,5,Thriller,3.25,23,src\ImagesOthers\bookpic6.jpg
13985,The Jump,Martina Cole,YES,8,Thriller,4.87,49,src\ImagesOthers\bookpic6.jpg
13986,The Runaway,Martina Cole,YES,13,Thriller,4.05,63,src\ImagesOthers\bookpic6.jpg
13987,Two Women,Martina Cole,YES,13,Thriller,4.66,29,src\ImagesOthers\bookpic6.jpg
13988,Broken,Martina Cole,YES,8,Thriller,4.6,81,src\ImagesOthers\bookpic6.jpg
13989,Faceless,Martina Cole,YES,13,Thriller,4.15,84,src\ImagesOthers\bookpic6.jpg
13990,Maura's Game,Martina Cole,YES,0,Thriller,3.87,88,src\ImagesOthers\bookpic6.jpg
13991,The Know,Martina Cole,YES,9,Thriller,4.29,95,src\ImagesOthers\bookpic6.jpg
13992,The Graft,Martina Cole,YES,3,Thriller,3.19,90,src\ImagesOthers\bookpic6.jpg
13993,The Take,Martina Cole,YES,21,Thriller,3.65,52,src\ImagesOthers\bookpic6.jpg
13994,Close,Martina Cole,YES,1,Thriller,4.07,40,src\ImagesOthers\bookpic6.jpg
13995,Faces,Martina Cole,YES,6,Thriller,4.5,74,src\ImagesOthers\bookpic6.jpg
13996,The Business,Martina Cole,YES,12,Thriller,4.81,20,src\ImagesOthers\bookpic6.jpg
13997,Hard Girls,Martina Cole,YES,11,Thriller,4.14,7,src\ImagesOthers\bookpic6.jpg
13998,The Family,Martina Cole,YES,23,Thriller,4.68,72,src\ImagesOthers\bookpic6.jpg
13999,The Faithless,Martina Cole,YES,5,Thriller,3.28,65,src\ImagesOthers\bookpic6.jpg
14000,The Life,Martina Cole,YES,0,Thriller,4.22,91,src\ImagesOthers\bookpic6.jpg
14001,Revenge,Martina Cole,YES,22,Thriller,3.34,32,src\ImagesOthers\bookpic6.jpg
14002,The Good Life,Martina Cole,YES,16,Thriller,4.7,57,src\ImagesOthers\bookpic6.jpg
14003,Get Even,Martina Cole,YES,17,Thriller,3.06,37,src\ImagesOthers\bookpic9.png
